id,created_at,user_id,username,full_name,poste_label,category,action,entity_type,entity_id,entity_label,details
447f0af6-2818-43c5-a415-444c4107bf1d,2026-07-01T19:03:09.869472+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,4355603c-71aa-44a8-9d70-df1298b62e3b,9515 SVR  CLAIRIAL SERUM +CLAIRIAL SPF COFREE,"[{""after"":""https://pharma-shop.tn/31227/svr-coffret-clairial-ampoule-concentre-anti-taches-30mlclairial-cc-creme-light-spf50-40ml-offert.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""CLAIRIAL SPF50+ 40ml | Soin anti|taches 2-en-1 qui corrige et prévient l’apparition des taches brunes. Réduit la taille des taches et améliore l'uniformité du teint dès 28 jours. Brevet Solaire SVR efficace sur les UVB + UVA + VISIBLE + INFRAROUGES."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""SVR COFFRET ANTI TACHES CLAIRIAL SERUM ET CLAIRIAL SPF50+\n\nLe Coffret SVR Clairial Duo Anti-Taches est spécialement formulé pour cibler les taches pigmentaires et unifier le teint. Ce coffret contient deux soins essentiels : l’Ampoule Éclaircissante Clairial et la Crème SPF 50+ Clairial. Ensemble, ils constituent une routine de soin complète pour atténuer les taches et protéger la peau.\n\nContenu du Coffret Clairial Duo Anti-Taches\nAmpoule Éclaircissante Clairial : Ce sérum concentré cible les taches brunes tout en éclaircissant le teint. Grâce à sa formule puissante, il agit rapidement pour unifier la peau et lui redonner de la luminosité. Sa texture légère permet une application quotidienne, sans laisser de résidus.\nCrème SPF 50+ Clairial : Cette crème protectrice offre une haute protection contre les rayons UV. Elle prévient la formation de nouvelles taches et hydrate la peau en profondeur. Sa texture non grasse s’absorbe facilement, garantissant un confort tout au long de la journée.\nCaractéristiques Principales\nAction ciblée sur les taches : L’ampoule réduit les taches brunes et illumine le teint pour un résultat visible.\nProtection solaire SPF 50+ : La crème protège contre les UV, responsables du vieillissement et de l’apparition de nouvelles taches.\nConvient aux peaux sensibles : Doux et efficaces, ces soins conviennent à tous les types de peau.\nConseils d’Utilisation\nAmpoule Clairial : Appliquez quelques gouttes chaque matin et soir sur le visage en insistant sur les zones à traiter.\nCrème SPF 50+ Clairial : Appliquez la crème chaque matin après l’ampoule, surtout avant toute exposition au soleil.\nPourquoi Choisir le Coffret SVR Clairial Duo Anti-Taches ?\nLe Coffret Clairial est idéal pour celles et ceux qui souhaitent réduire les taches pigmentaires tout en protégeant leur peau. L’ampoule éclaircit le teint et atténue les marques, tandis que la crème protège des agressions extérieures et prévient les taches futures. Ce duo vous offre un teint unifié, lumineux et protégé."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
f8b277e6-99a3-456a-97cf-b1b723679e32,2026-07-01T19:08:08.103572+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,4355603c-71aa-44a8-9d70-df1298b62e3b,9515 SVR  CLAIRIAL SERUM +CLAIRIAL SPF COFREE,"[{""after"":""ecran-solaire-anti-taches"",""field"":""web_category_slug"",""label"":""Categorie web"",""before"":""""}]"
ee01b71c-6b1d-4099-a0db-150ac439223d,2026-07-01T19:12:05.214551+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,52829f22-f653-45bc-9b7a-b8e6f68eae17,9516 SVR  COFREE SEBIACLAIRE,"[{""after"":""https://likentistore.com/cdn/shop/files/PACK-SEBIACLEAR-CREME_600x.jpg?v=1763118640"",""field"":""image_url"",""label"":""Image URL"",""before"":""""}]"
ab98c8dc-b8fc-401f-bc56-dbf7fdfe19ea,2026-07-01T19:19:46.562027+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,52829f22-f653-45bc-9b7a-b8e6f68eae17,9516 SVR  COFREE SEBIACLAIRE,"[{""after"":""SVR SEBIACLEAR AMPOULE AZ FLASH ANTI IMPERFECTIONS 30ML\nSVR SEBIACLEAR GEL MOUSSANT 200 ML"",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""creme-soin-traitant"",""field"":""web_category_slug"",""label"":""Categorie web"",""before"":""""},{""after"":""SVR SEBIACLEAR AMPOULE AZ FLASH ANTI IMPERFECTIONS 30ML\n\nSEBIACLEAR Ampoule flash c’est le nouveau soin qui agit sur tous les paramètres à l’origine des peaux à tendance acnéique pour corriger les imperfections en un temps record. Formulé à 81% d’ingrédients d’origine naturelle, avec un acide reconnu pour son efficacité et enrichi en actifs dermatologiques pour une action haute tolérance, complète et rapide \n\nSVR SEBIACLEAR CREME SOLAIRE MATIFIANTE SPF50 40ML (OFFERT)\n\nSebiaclear SPF 50 est basé sur l'association inédite de 3 systèmes d'actifs :\n\nLe système filtrant UVA/UVB large spectre et photostable, assure une haute protection efficace.\n\nLe Zinc PCA exerce une action sébo-régulatrice.\n\nInnovation : l'actif Tephrosia Purpurea réduit l'excès de sébum dû au stress.\n\nSa texture fluide, non grasse et oil-free, s'étale facilement."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
93e0ca9f-ab65-4133-bc4f-9a9fe378ad45,2026-07-01T21:02:05.957968+00:00,local-admin,admin,Administrateur,Poste local - admin.html,FICHE_ARTICLE,UPDATE,PRODUCT,d469ccab-7500-4436-99b2-2b364fc5e347,7830 3 CHENES  ACEROLA 3000MG,"[{""after"":""A TESTER"",""field"":""description_web"",""label"":""Description web"",""before"":""test""}]"
33bc48d4-187a-49a1-93b8-fa86dbdf9f2a,2026-07-01T21:02:44.185089+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,ACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Active"",""field"":""marge"",""label"":""Case Marge"",""before"":""Inactive""}]"
ae1b2f4b-8a97-4f73-b0d5-9478e815efb5,2026-07-01T21:02:45.423448+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,DESACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Inactive"",""field"":""marge"",""label"":""Case Marge"",""before"":""Active""}]"
bca33e8e-c9cb-4b54-a7cb-2c158a54cf3f,2026-07-01T21:02:46.323587+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,ACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Active"",""field"":""marge"",""label"":""Case Marge"",""before"":""Inactive""}]"
5253caa1-cd94-4d4c-8962-076aa1ed7723,2026-07-01T21:02:47.224012+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,DESACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Inactive"",""field"":""marge"",""label"":""Case Marge"",""before"":""Active""}]"
7cf99473-3434-4ad6-bbf1-33addf62de22,2026-07-01T21:02:47.899506+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,ACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Active"",""field"":""marge"",""label"":""Case Marge"",""before"":""Inactive""}]"
91383770-5a49-4767-956d-a98223c61e79,2026-07-01T21:02:48.492663+00:00,local-admin,admin,Administrateur,Poste local - admin.html,VENTE_MARGE,DESACTIVATION,SALE_FORM,vente,Nouvelle vente - Case marge,"[{""after"":""Inactive"",""field"":""marge"",""label"":""Case Marge"",""before"":""Active""}]"
9b512147-36dd-4221-a62f-97301d14a9fe,2026-07-03T08:57:04.247833+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,PRIX_ARTICLE,UPDATE,PRODUCT,dbd041de-4d52-48da-b5f3-79843e9b06ab,1967 SVR CICAVIT  GEL NET,"[{""after"":43.395,""field"":""prix_vente_ttc"",""label"":""Prix vente TTC"",""before"":43.394},{""after"":34.716,""field"":""prix_vente_web_ttc"",""label"":""Prix vente web TTC"",""before"":34.715199999999996}]"
1ff0b867-885e-430f-a49c-7963c3f7478f,2026-07-03T08:57:04.309533+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,dbd041de-4d52-48da-b5f3-79843e9b06ab,1967 SVR CICAVIT  GEL NET,"[{""after"":""https://www.pharmasante.com/wp-content/uploads/2025/06/SVR_cicavit_gel_moussant-600x600.webp"",""field"":""image_url"",""label"":""Image URL"",""before"":""""}]"
81f51976-5b78-4bbe-bfd7-c6284320b888,2026-07-03T09:38:30.427144+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,5fe3113e-a144-44b9-863e-328e7274abfa,9510 3 CHAINE MINCINOV CP B/60,"[{""after"":"";"",""field"":""description_web"",""label"":""Description web"",""before"":""""}]"
2817461f-d6ff-422a-afa4-fe1cb9396b34,2026-07-03T09:41:09.064829+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,PRIX_ARTICLE,UPDATE,PRODUCT,368d7b84-d195-422a-9f0f-50f79eadcc44,8941 3 CHAINE PROPOLIS NATURELLE,"[{""after"":28.116,""field"":""prix_vente_ttc"",""label"":""Prix vente TTC"",""before"":28.117},{""after"":22.4928,""field"":""prix_vente_web_ttc"",""label"":""Prix vente web TTC"",""before"":22.4936}]"
2975ca7c-1825-44c3-9c36-10cf2f9b7168,2026-07-03T09:41:09.13844+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,368d7b84-d195-422a-9f0f-50f79eadcc44,8941 3 CHAINE PROPOLIS NATURELLE,"[{""after"":""az"",""field"":""description_web"",""label"":""Description web"",""before"":""""}]"
7c23e273-15b0-4662-8955-220fe2463748,2026-07-03T09:44:29.316347+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,5fe3113e-a144-44b9-863e-328e7274abfa,9510 3 CHAINE MINCINOV CP B/60,"[{""after"":""aa"",""field"":""description_web"",""label"":""Description web"",""before"":"";""}]"
16d33d44-f205-44b4-b726-64fb5b50d154,2026-07-03T09:47:20.981286+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,5fe3113e-a144-44b9-863e-328e7274abfa,9510 3 CHAINE MINCINOV CP B/60,"[{""after"":"","",""field"":""image_url"",""label"":""Image URL"",""before"":""""}]"
a950a66b-33cc-4159-8bad-2f110c762f1c,2026-07-03T09:51:04.017878+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,PRIX_ARTICLE,UPDATE,PRODUCT,1791ba60-def9-47a0-812a-d6ab71f350db,1494 3 CHÊNES HUILE ONAGRE,"[{""after"":45.612,""field"":""prix_vente_ttc"",""label"":""Prix vente TTC"",""before"":45.611},{""after"":36.4896,""field"":""prix_vente_web_ttc"",""label"":""Prix vente web TTC"",""before"":36.4888}]"
792d8bac-d863-4a01-abfb-70f3fea33c48,2026-07-03T09:51:04.099584+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,1791ba60-def9-47a0-812a-d6ab71f350db,1494 3 CHÊNES HUILE ONAGRE,"[{""after"":""j"",""field"":""image_url"",""label"":""Image URL"",""before"":""""}]"
199fe0d8-f541-49df-8d4d-a0289582641b,2026-07-03T18:01:37.689529+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,PRIX_ARTICLE,UPDATE,PRODUCT,e3a46268-8ce0-4172-b60d-5a7ca3f01dab,4888 VITAVANS TONUS CP B20,"[{""after"":28.332,""field"":""prix_vente_ttc"",""label"":""Prix vente TTC"",""before"":28.331},{""after"":22.6656,""field"":""prix_vente_web_ttc"",""label"":""Prix vente web TTC"",""before"":22.6648}]"
21192285-e778-4016-a6c4-250b992de77f,2026-07-03T18:01:37.769244+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,e3a46268-8ce0-4172-b60d-5a7ca3f01dab,4888 VITAVANS TONUS CP B20,"[{""after"":""VITAVANS TONUS CP B20"",""field"":""designation"",""label"":""Designation"",""before"":""VITAVANS TONUSCP B20""}]"
e816ad8b-2f80-43a6-9de8-f7010b9c8b1e,2026-07-03T18:04:07.286268+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,e3a46268-8ce0-4172-b60d-5a7ca3f01dab,4888 VITAVANS TONUS CP B20,"[{""after"":""https://pharma-shop.tn/10938/vitavans-tonus-20-gelules.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""VITAVANS TONUS est un complément alimentaire qui aide à réduire la fatigue physique et intellectuelle."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""vitamines"",""field"":""web_category_slug"",""label"":""Categorie web"",""before"":""""},{""after"":""VITAVANS TONUS est un complément alimentaire qui aide à réduire la fatigue physique et intellectuelle."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
4849bc00-5092-46bd-8c6c-25e1d09f5772,2026-07-06T09:33:50.193244+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,5fe3113e-a144-44b9-863e-328e7274abfa,9510 3 CHAINE MINCINOV CP B/60,"[{""after"":"""",""field"":""image_url"",""label"":""Image URL"",""before"":"",""},{""after"":"""",""field"":""description_web"",""label"":""Description web"",""before"":""aa""}]"
0c1d5387-26ea-4800-b5c3-6b39d5817454,2026-07-06T09:33:56.531704+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,368d7b84-d195-422a-9f0f-50f79eadcc44,8941 3 CHAINE PROPOLIS NATURELLE,"[{""after"":"""",""field"":""description_web"",""label"":""Description web"",""before"":""az""}]"
6b37474f-94d5-4814-9b3b-f2bbaba773c9,2026-07-06T09:34:46.042879+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,5fe3113e-a144-44b9-863e-328e7274abfa,9510 3 CHAINE MINCINOV CP B/60,"[{""after"":""https://pharma-shop.tn/27697/3-chenes-mincinov-special-ventre-60-comprimes.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""3 CHENES VENTR’ACTIV est un complément alimentaire visé minceur et digestion. Grâce à l association de fenouil d argile et de ferments lactiques il va lutter contre les ballonnements."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""3 CHENES VENTR’ACTIV est un complément alimentaire visé minceur et digestion. Grâce à l association de fenouil d argile et de ferments lactiques il va lutter contre les ballonnements.\n\nConseils d'utilisation :\n\n\n\nPrendre 2 comprimés de 3 CHÊNES VENTR’ACTIV 60 par jour le matin au petit déjeuner avec un verre d’eau.\n\nProgramme renouvelable plusieurs fois par an.\n\nSe conformer aux conseils d’utilisation.\n\nTenir hors de portée des jeunes enfants.\n\nDéconseillé aux enfants de moins de 12 ans.\n\nÀ utiliser dans le cadre d’une alimentation diversifiée et d’un mode de vie sain.\n\nÀ conserver à l’abri de la lumière, de la chaleur et de l’humidité.\n\nNe convient pas aux femmes enceintes et allaitantes.\n\nComposition :\n\n\n\nSTABILISANT : CELLULOSE MICROCRISTALLINE CARBONATE DE CALCIUM  FENOUIL (8,2%)  FRUCTO-OLIGOSACCHARIDES (8,2%) ; INULINE (8,2%)  ANTI-AGGLOMERANTS  STEARATE DE MAGNESIUM, CARBONATE DE MAGNESIUM  ARGILE VERTE (1,64%)."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
757fd14a-c6ba-499a-ada5-e014b57261f7,2026-07-06T09:35:28.301846+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,368d7b84-d195-422a-9f0f-50f79eadcc44,8941 3 CHAINE PROPOLIS NATURELLE,"[{""after"":""https://pharma-shop.tn/25326/3-chene-propolis-20-ampoules-de-10ml.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""Ce complément alimentaire composé de propolis en ampoules est enrichie en miel et vitamine C. La propolis est riche en oligoéléments et en vitamines ce qui contribue au bon développement du système immunitaire et à réduire la fatigue. La formule ne contient aucun conservateur et aucun arôme artificiel."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""Ce complément alimentaire composé de propolis en ampoules est enrichie en miel et vitamine C. La propolis est riche en oligoéléments et en vitamines ce qui contribue au bon développement du système immunitaire et à réduire la fatigue. La formule ne contient aucun conservateur et aucun arôme artificiel.\n\nConseils d'utilisation :\n\nDiluez chaque matin une ampoule de Propolis dans un verre d'eau ou de jus de fruits.\n\nComposition :\n\nEau, saccharose, miel (10%), jus concentré d'orange (9,08%), extrait de propolis (1%), vitamine C (0,72%), arôme naturel caramel (lactose)."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
d1b4c937-5e4b-4e74-b9c0-73d388a1d960,2026-07-06T09:36:09.10658+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,c09d1a0b-8c92-4a86-9186-5f3a81d88425,7216 3 CHAINE SHAMP ORTIE ROMARIN,"[{""after"":""https://pharma-shop.tn/25326/3-chene-propolis-20-ampoules-de-10ml.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""Ce complément alimentaire composé de propolis en ampoules est enrichie en miel et vitamine C. La propolis est riche en oligoéléments et en vitamines ce qui contribue au bon développement du système immunitaire et à réduire la fatigue. La formule ne contient aucun conservateur et aucun arôme artificiel."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""Ce complément alimentaire composé de propolis en ampoules est enrichie en miel et vitamine C. La propolis est riche en oligoéléments et en vitamines ce qui contribue au bon développement du système immunitaire et à réduire la fatigue. La formule ne contient aucun conservateur et aucun arôme artificiel.\n\nConseils d'utilisation :\n\nDiluez chaque matin une ampoule de Propolis dans un verre d'eau ou de jus de fruits.\n\nComposition :\n\nEau, saccharose, miel (10%), jus concentré d'orange (9,08%), extrait de propolis (1%), vitamine C (0,72%), arôme naturel caramel (lactose)."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
cd85783b-52b9-493f-a156-cea3c1e5f14a,2026-07-06T09:37:17.475884+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,2debade6-1090-48cc-8cd8-11103ed613a7,6602 3 CHAINE TISANE BRULE-GRAISSE,"[{""after"":""https://pharma-shop.tn/26182/3-chenes-detoxlim-brule-graisse-500ml.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""3Chênes Détoxlim confère une action ciblée sur les graisses. Sa saveur Piña Colada apporte une fraîcheur intense en plus de ses effets"",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""Sa formule unique, ultra dosée en L-Carnitine et renforcée par 5 extraits de plantes et Caféine permet au Détoxlim® Brûle-Graisses d’agir efficacement sur les formes disgracieuses en brûlant les graisses et en stimulant l’amincissement.\n\nSa saveur pina-colada est son atout séduction\n\nConseil D’utilisation :\n\nPrendre 1 dose de 20ml, à l’aide du gobelet doseur, pure ou diluée dans un verre d’eau, 1 fois par jour.\n\n\nComposition :\n\nExtrait de : Cassis, kola, frêne, sureau, thé vert ; eau ; L-carnitine base ; acidifiant : acide citrique ; aromatisation : arome Pinacolada (0.40%), arome naturel (0.014%) ; conservateurs : sorbate de potassium, benzoate de sodium ; caféine anhydre ; édulcorants : sucralose, acésulfame de potassium."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
7bd887af-526b-4b30-b8e8-64289abcd296,2026-07-06T09:38:27.07139+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,e941e92a-837a-4749-9451-46c93ac72c9f,7966 3 CHAINE TISANE LAXATIVE,"[{""after"":""https://mlpara.tn/9067-large_default/tisane-esth-elle-laxative.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""La Tisane Laxative Phytokad est recommandée en cas de constipation occasionnelle (lors de changement de régime alimentaire, de voyage, d’alitement)."",""field"":""description_web"",""label"":""Description web"",""before"":""""},{""after"":""La Tisane Laxative Phytokad est recommandée en cas de constipation occasionnelle (lors de changement de régime alimentaire, de voyage, d’alitement). Composée exclusivement d’ingrédients de qualité, 100% naturelles, qui sont reconnus par leur actions laxative et aide à trouver un transit régulier.\n\nComposition:\nSéné, nopal, menthe, fenouil, réglisse, romarin.\n\nConseil d’utilisation\nDéposer un sachet dans une tasse. Y verser 200ml d’eau chaude. Laisser infuser 5 à 10 minutes. Prendre 1 à 3 tasses par jour. Prévoyez environ 4 semaines pour un sevrage complet et en douceur. Ne pas utiliser pendant la grossesse !\n\nPrécautions d’emploi\nNe pas dépasser la dose journalière recommandée. Tenir hors de portée des jeunes enfants. A utiliser dans le cadre d’une alimentation variée et d’un mode de vie sain.\n\nMême si ce produit n’est pas un médicament, pour les femmes enceintes et allaitantes, demander conseil au médecin.\n\nA conserver à l’abri de la chaleur, la lumière et l’humidité."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
ab78b793-e50c-492d-8f52-88afd68eefff,2026-07-06T09:40:20.289965+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,FICHE_ARTICLE,UPDATE,PRODUCT,d469ccab-7500-4436-99b2-2b364fc5e347,7830 3 CHENES  ACEROLA 3000MG,"[{""after"":""https://pharma-shop.tn/26914/3-chenes-organic-acerola-3000-14-comprimes.jpg"",""field"":""image_url"",""label"":""Image URL"",""before"":""""},{""after"":""L'Acérola, petite baie originaire d'Amérique du Sud, est naturellement 30 fois plus dosée en vitamine C naturelle que l'orange ! Anti-oxydante et tonifiante, l'Acérola vous offre le meilleur de la nature pour retrouver forme et vitalité en cas de baisse de tonus, de fatigue passagère et contribue à renforcer vos défenses naturelles."",""field"":""description_web"",""label"":""Description web"",""before"":""A TESTER""},{""after"":""Les 3 Chênes Bio Acerola Bio 3000 mg 14 comprimés est la plus dosée en Acérola Bio et la plus concentrée en Vitamine C 100% Naturelle.\n\nL'Acérola, petite baie originaire d'Amérique du Sud, est naturellement 30 fois plus dosée en vitamine C naturelle que l'orange. Anti-oxydante et tonifiante, l'Acérola vous offre le meilleur de la nature pour retrouver forme et vitalité en cas de baisse de tonus, de fatigue passagère et contribue à renforcer vos défenses naturelles.\n\nContient 2117.70 mg d'Acérola Biologique ultra concentrée en vitamine C soit 360 mg de vitamine C naturelle par comprimé.\n\nConseil d'utilisation:\n\nCroquer 1/2 comprimé en début de journée.\nIndication : Santé, vitalité.\nComposition:\n\nExtrait d'Acérola* (Maltodextrine*)(70.59%) titré à 17%de Vitamine C soit 360 mg de Vitamine C naturelle par comprimé à croquer, Maltodextrine*, Sucre de Canne*, Arôme Naturel d'Orange (Maltodextrine, Gomme Arabique)(0.75%), Anti-agglomérant, Carbonate de Magnésium lourd, Dioxyde de Silicium.\n* Ingrédients issus de l'agriculture biologique."",""field"":""product_specs"",""label"":""Caracteristiques"",""before"":""""}]"
62b4f6be-6369-4d54-83cb-3f9bf8efdbd0,2026-07-06T09:44:16.335736+00:00,local-admin,admin,Administrateur,mvpara.fidsexcellence.tn,PRIX_ARTICLE,UPDATE,PRODUCT,2a34a16f-47d2-4533-9ebb-9ca63462a6ea,3033 3 CHENES  CARBOLINE CP,"[{""after"":18.5,""field"":""prix_achat_ttc"",""label"":""Prix achat TTC"",""before"":18.499},{""after"":26.269,""field"":""prix_vente_ttc"",""label"":""Prix vente TTC"",""before"":26.27},{""after"":21.0152,""field"":""prix_vente_web_ttc"",""label"":""Prix vente web TTC"",""before"":21.016}]"
