id,sale_id,product_id,quantite,prix_unitaire_ttc,remise,created_at
c92c8167-879b-4b55-b5db-b01ffe7f226e,644f9351-138a-4a02-8bdb-e6d4e7a967ae,46a0b8f5-8f36-4f0b-a772-50bc9335c025,1,85,0,2026-06-17T17:23:20.558642+00:00
bdf5ffba-8ad5-4837-ade5-2cb76a85fcc2,47bf721a-be4c-43b0-9ad4-91d42715ab44,71239190-ac81-496d-8df7-1d4e8978385c,1,30.8,0,2026-06-17T17:33:32.908141+00:00
70ee40b5-b3db-48d8-84bb-83335642edfa,40337757-e581-42df-a426-bf35368cda2c,3d64a72a-23cc-48b5-b09e-ec78fab17b51,1,86.18,0,2026-06-17T17:47:46.938568+00:00
9bbeceef-83eb-4b4e-8c4d-b759f6178cc3,1998a8dc-edd3-415d-9f61-e8690bc3c0e1,3b16859a-5668-4245-8fd0-7d079d12886f,1,58.482,0,2026-06-17T17:50:12.284865+00:00
4a556e91-4837-424f-9d50-31d3dfda4e84,cade857f-fb63-42fb-a487-39f35a7b92bf,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-06-21T17:26:24.036065+00:00
0413f0e6-e785-470f-9b7b-5ea0d539d6e9,7035012a-2259-4f09-bb4d-209d5117b400,3abfbffc-7a92-4c2b-831d-044e9b2ae593,-1,94.629,0,2026-06-22T15:54:16.771726+00:00
d82dfe70-486d-416c-8dad-0578d60f2f39,ec282b6d-5a10-4e4b-a796-0c82daea089e,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-06-25T22:39:24.226711+00:00
e7f27a6b-4744-410b-bc01-b3c80a32ade2,2874a766-69ac-41c0-8a04-b4e7ffee81a7,4355603c-71aa-44a8-9d70-df1298b62e3b,1,113.401,0,2026-06-25T22:58:43.226733+00:00
bce523ef-eeae-4b24-8c78-0dcb8f5858c0,3e5cd070-1570-4555-a1d8-aa12021a8c3a,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-06-25T23:50:01.488904+00:00
e94dffa8-b8d7-45a2-9922-dcf3f93a6d5b,b5b31ea7-ef95-4b56-8a44-0ac60b2c7895,d5cae59a-650e-49a6-8733-4e6a7482bc8b,1,3.55,0,2026-06-25T23:55:37.783863+00:00
d2ff890b-e37b-44ba-adbe-ec3bf870ce2f,bb197eb7-b267-4881-b073-7e0778105517,a6d27287-f6e0-44be-90f5-1fef1da06801,2,12.681,0,2026-06-26T17:14:27.821324+00:00
7abb8277-4e38-413a-bfc6-3501efd043f4,8eb1e369-19ef-4397-a93c-0429ffe5ebb2,4355603c-71aa-44a8-9d70-df1298b62e3b,1,113.401,0,2026-06-27T00:19:12.225102+00:00
a514a6e2-3df5-4c2a-b28d-ff404eae11a5,4399cce5-ba91-4de4-b3d2-bf8bd12a9758,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-06-27T22:01:25.931706+00:00
98fdbc3e-b0d0-4f39-9abb-7e5d6323e43f,6af55684-a6f0-4d18-ba9e-8d32669e37ae,4355603c-71aa-44a8-9d70-df1298b62e3b,1,113.401,1.134,2026-06-28T15:43:46.674605+00:00
dc12a68c-c0cd-4d00-a170-0a7ac8d1825d,6af55684-a6f0-4d18-ba9e-8d32669e37ae,8ea433d5-d883-4301-9345-60e8fa22c6f9,1,2.272,0,2026-06-28T15:43:46.674605+00:00
b09aabff-6063-4f08-b12e-22b8fcb92e20,6af55684-a6f0-4d18-ba9e-8d32669e37ae,9694d687-c164-452d-ade9-b6244fd68a8c,1,453.307,45.331,2026-06-28T15:43:46.674605+00:00
56a096bf-1db7-4f7a-b751-38d89a11c001,6af55684-a6f0-4d18-ba9e-8d32669e37ae,3733aa19-ee9b-4845-a003-e5ef544f1832,1,10.742,0,2026-06-28T15:43:46.674605+00:00
d92271ff-91f3-496c-961a-ea04a5018de0,443c476e-65f1-4b8f-afb9-dd2d05d5cad0,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-06-28T16:58:23.379394+00:00
b641b247-b6c1-4852-8aca-fba819e5bcef,b2f188c9-f970-4cae-8513-0196d6ebe3aa,c2896f93-f623-49fd-8fa9-e291caf8c5f1,1,21.13,0,2026-06-30T17:18:35.265887+00:00
78d3a84e-e2f4-4416-bc13-680134358fde,c3a80320-289b-48a6-8b7d-add184bc9ecc,2b4c8457-b864-47c2-ab8b-bfaf5cb1f363,1,29.901,0,2026-07-01T13:25:01.296979+00:00
4e350924-2702-46fe-95b3-b171ca2259ea,312840fc-4f70-473d-8650-d6d21b05976c,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-07-01T20:33:59.16471+00:00
a40b2c99-04ba-4616-b61c-edd648cf2439,aff1113a-de78-4c07-9ae1-0b1fead8a43f,aba78361-c3a6-4678-8f36-6ac7ab44523b,1,50.883,0,2026-07-01T20:42:32.716877+00:00
6ee8c5a6-14a5-4972-8b44-7fba7583535e,cf6bee3e-9a3a-46ae-9f7f-f6680b80eb82,21f5080d-f808-4156-a8bd-dfc004dfb0cc,1,22.719,0,2026-07-02T16:24:10.127962+00:00
ba6434d0-b5fa-4135-813d-43e7bc9e4e9c,c5d40d5c-ac0a-4886-ab36-d0730e99d3b4,3abfbffc-7a92-4c2b-831d-044e9b2ae593,1,94.629,0,2026-07-02T16:43:48.492535+00:00
ad602ad9-87db-4579-8d66-0677b3cc31f0,ede4467e-5c58-4e18-a1ed-f9fd5d1483e9,ce2f29b2-eddb-41bd-a3c5-404494fa419c,1,16.881,0,2026-07-02T23:12:33.211666+00:00
77634c5a-3967-43de-8731-bfed3e48229d,d8db3b59-6a86-47b1-89e1-83d35ae230c7,e075bd6b-0d10-4060-97b1-b5fb8091d234,1,16.213,0,2026-07-04T12:02:07.580798+00:00
772a8eee-8875-4738-9d54-7e56c956ca11,d8db3b59-6a86-47b1-89e1-83d35ae230c7,81e0463e-d0c3-4fad-a044-51a260c381e9,1,36.33,0,2026-07-04T12:02:07.580798+00:00
